"","gasto_equip_defensivo","equip_defensiv","idoso","morte_cov","idade","contat_cov","result_teste_1","teste_cov","pgt_plano","data_plano","plano","filho_dep","estcivil","escolaridade","d_escolaridade","d_raca","raca","sexo","renda","rendafam","qtd_filho_dep","confirmed","deaths","confirmed_per_100k_inhabitants","lngastos","lnrenda","lnrendafam","lnconfirmados","lndeaths"
"1835",250,1,0,0,37,0,0,0,0,0,1,1,1,"NA",1,0,"Pardo",1,600,1300,3,33695,4231,501.49556,5.52146100997925,6.39859485626221,7.17088842391968,10.4251346588135,8.35042953491211
"1836",300,1,0,1,28,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,3500,2000,2,33695,4231,501.49556,5.70378255844116,8.16080379486084,7.60140228271484,10.4251346588135,8.35042953491211
"1837",1000,1,0,1,18,1,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,1000,1000,3,35043,4309,521.55836,6.90775537490845,6.90875482559204,6.90875482559204,10.4643592834473,8.36869335174561
"1838",300,1,0,1,27,1,0,0,0,0,1,0,0,"NA",1,1,"Branco",0,900,7000,4,35043,4309,521.55836,5.70378255844116,6.80350542068481,8.85380840301514,10.4643592834473,8.36869335174561
"1839",70,1,0,1,26,1,0,0,0,0,1,0,0,"NA",1,0,"Pardo",1,14100,1400,3,35043,4309,521.55836,4.24849510192871,9.55400085449219,7.24494171142578,10.4643592834473,8.36869335174561
"1840",200,1,1,1,67,1,0,0,1,0,1,0,1,"Ensino Superior",1,1,"Branco",1,20000,20000,2,35043,4309,521.55836,5.29831743240356,9.90353775024414,9.90353775024414,10.4643592834473,8.36869335174561
"1841",700,1,0,0,32,0,0,1,1,0,1,0,0,"NA",1,0,"Pardo",1,2500,1200,5,35043,4309,521.55836,6.55108022689819,7.8244457244873,7.09090995788574,10.4643592834473,8.36869335174561
"1842",120,1,0,0,37,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,0,40000,3,35043,4309,521.55836,4.78749179840088,0,10.5966596603394,10.4643592834473,8.36869335174561
"1843",500,1,0,1,46,1,1,1,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,15000,30000,4,35703,4401,531.38139,6.21460819244385,9.61587238311768,10.308985710144,10.4830179214478,8.38981437683105
"1844",80,1,0,0,32,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,7000,7000,1,35703,4401,531.38139,4.38202667236328,8.85380840301514,8.85380840301514,10.4830179214478,8.38981437683105
"1845",50,1,0,1,36,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",1,6000,6000,1,35703,4401,531.38139,3.91202306747437,8.69968128204346,8.69968128204346,10.4830179214478,8.38981437683105
"1846",300,1,0,0,36,1,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,5000,9000,2,36115,4462,537.51334,5.70378255844116,8.51739311218262,9.1050910949707,10.4944915771484,8.40357685089111
"1847",50,1,0,1,30,1,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Pardo",0,2000,3800,3,36115,4462,537.51334,3.91202306747437,7.60140228271484,8.24301910400391,10.4944915771484,8.40357685089111
"1848",50,1,0,0,27,1,0,0,1,0,1,0,1,"Ensino Superior",1,1,"Branco",0,800,4000,2,36115,4462,537.51334,3.91202306747437,6.68586111068726,8.2943000793457,10.4944915771484,8.40357685089111
"1849",100,1,0,1,44,1,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",1,8000,8000,2,36115,4462,537.51334,4.60517024993896,8.9873218536377,8.9873218536377,10.4944915771484,8.40357685089111
"1850",120,1,0,0,40,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,7000,7000,2,36893,4516,549.09261,4.78749179840088,8.85380840301514,8.85380840301514,10.5158042907715,8.41560363769531
"1851",500,1,0,0,44,1,0,0,0,0,0,1,1,"Pós-Graduação",1,0,"Preto",1,13000,26000,7,680,36,372.41092,6.21460819244385,9.47278118133545,10.1658906936646,6.52356243133545,3.61091780662537
"1852",250,1,0,1,45,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,6000,15000,3,840,37,307.67878,5.52146100997925,8.69968128204346,9.61587238311768,6.73459148406982,3.63758611679077
"1853",90,1,0,0,28,0,0,0,0,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,4000,20000,4,160,8,66.7788,4.49980974197388,8.2943000793457,9.90353775024414,5.08140420913696,2.19722461700439
"1854",150,1,0,0,29,0,0,0,0,0,1,0,0,"Pós-Graduação",1,1,"Branco",1,11000,16000,5,160,8,66.7788,5.01063537597656,9.30574131011963,9.68040657043457,5.08140420913696,2.19722461700439
"1855",15,1,0,1,32,1,0,0,0,0,0,0,0,"Pós-Graduação",1,1,"Branco",0,3726,3726,1,208,7,105.57518,2.70805025100708,8.22335910797119,8.22335910797119,5.34233427047729,2.0794415473938
"1856",100,1,0,0,31,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,2000,4000,3,146,4,108.76367,4.60517024993896,7.60140228271484,8.2943000793457,4.99043273925781,1.60943794250488
"1857",500,1,0,0,28,0,0,0,0,0,0,0,0,"Pós-Graduação",1,1,"Branco",0,2600,5000,4,23,1,65.22232,6.21460819244385,7.86365127563477,8.51739311218262,3.178053855896,0.6931471824646
"1858",150,1,0,0,37,0,0,0,0,0,1,0,0,"NA",1,1,"Branco",0,10000,10000,3,1326,137,483.62037,5.01063537597656,9.21044063568115,9.21044063568115,7.19067621231079,4.92725372314453
"1859",50,1,0,0,30,0,0,0,0,0,1,0,0,"NA",1,1,"Branco",0,6000,22000,3,1326,137,483.62037,3.91202306747437,8.69968128204346,9.9988431930542,7.19067621231079,4.92725372314453
"1860",800,1,0,0,30,0,0,0,1,0,1,0,1,"NA",1,1,"Branco",1,4000,7800,2,1326,137,483.62037,6.68461179733276,8.2943000793457,8.96200752258301,7.19067621231079,4.92725372314453
"1861",20,1,0,0,30,0,0,0,0,0,0,0,0,"NA",1,1,"Branco",1,3000,2300,3,1351,139,492.7384,2.99573230743408,8.00670051574707,7.74109888076782,7.20934009552002,4.94164228439331
"1862",90,1,0,1,31,1,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,3000,10000,2,2247,90,186.61659,4.49980974197388,8.00670051574707,9.21044063568115,7.71779632568359,4.51085948944092
"1863",30,1,0,0,29,0,0,0,0,0,1,0,0,"NA",1,1,"Branco",1,1700,7000,2,2247,90,186.61659,3.40119743347168,7.43897151947021,8.85380840301514,7.71779632568359,4.51085948944092
"1864",50,1,0,0,39,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,10000,15000,3,2414,93,200.48618,3.91202306747437,9.21044063568115,9.61587238311768,7.78945446014404,4.54329490661621
"1865",50,1,0,0,32,0,0,0,0,0,0,0,0,"Pós-Graduação",1,1,"Branco",0,2200,2200,4,2604,101,216.26596,3.91202306747437,7.69666719436646,7.69666719436646,7.86518812179565,4.62497282028198
"1866",50,1,0,0,43,1,0,0,1,0,1,1,0,"Ensino Superior",1,1,"Branco",1,8000,8000,3,2914,116,242.0119,3.91202306747437,8.9873218536377,8.9873218536377,7.97762489318848,4.76217412948608
"1867",100,1,1,1,60,1,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,6900,9000,3,1699,111,400.8172,4.60517024993896,8.83942127227783,9.1050910949707,7.43838357925415,4.71849870681763
"1868",100,1,0,0,24,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,3000,4000,3,25,0,152.35541,4.60517024993896,8.00670051574707,8.2943000793457,3.25809645652771,0
"1869",100,1,0,0,24,1,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,3000,4000,3,25,0,152.35541,4.60517024993896,8.00670051574707,8.2943000793457,3.25809645652771,0
"1870",100,1,0,0,32,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,3000,4100,3,25,0,152.35541,4.60517024993896,8.00670051574707,8.31898593902588,3.25809645652771,0
"1871",100,1,0,0,41,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",0,5000,15000,4,25,0,152.35541,4.60517024993896,8.51739311218262,9.61587238311768,3.25809645652771,0
"1872",50,1,0,1,56,1,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,2000,2798,2,27,0,164.54385,3.91202306747437,7.60140228271484,7.9370174407959,3.33220458030701,0
"1873",500,1,0,0,50,1,1,1,1,0,1,1,1,"NA",1,1,"Branco",1,17000,15000,3,254,12,108.70403,6.21460819244385,9.74102783203125,9.61587238311768,5.54126358032227,2.56494927406311
"1874",100,1,0,0,36,0,0,0,0,0,1,1,1,"NA",1,1,"Branco",1,7000,12000,4,1328,75,316.97385,4.60517024993896,8.85380840301514,9.39274501800537,7.1921820640564,4.33073329925537
"1875",50,1,0,1,37,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,7000,15000,4,1491,81,355.87953,3.91202306747437,8.85380840301514,9.61587238311768,7.3078727722168,4.40671920776367
"1876",90,1,0,0,44,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",1,2500,5000,2,1647,91,393.11441,4.49980974197388,7.8244457244873,8.51739311218262,7.40731763839722,4.52178859710693
"1877",50,1,0,0,39,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,3000,3000,1,275,14,89.83581,3.91202306747437,8.00670051574707,8.00670051574707,5.62040090560913,2.70805025100708
"1878",150,1,0,0,38,0,1,1,0,0,0,1,1,"Pós-Graduação",1,0,"Pardo",0,3500,4700,4,41,6,52.55534,5.01063537597656,8.16080379486084,8.45553016662598,3.7376697063446,1.94591009616852
"1879",200,1,0,0,57,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,600,600,1,1403,101,296.67253,5.29831743240356,6.39859485626221,6.39859485626221,7.24708080291748,4.62497282028198
"1880",100,1,0,1,59,1,0,0,0,0,0,1,1,"Ensino Médio",1,1,"Branco",0,1582,18000,5,47,4,237.62576,4.60517024993896,7.3670768737793,9.79818248748779,3.8712010383606,1.60943794250488
"1881",400,1,0,0,30,1,0,0,0,0,0,1,1,"Ensino Superior",1,0,"Amarelo",0,0,4000,3,47,4,237.62576,5.99146461486816,0,8.2943000793457,3.8712010383606,1.60943794250488
"1882",50,1,0,1,18,0,0,0,0,0,0,0,0,"NA",1,0,"Pardo",1,0,1500,3,1182,106,265.11634,3.91202306747437,0,7.31388664245605,7.07580900192261,4.67282867431641
"1883",80,1,0,1,55,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Preto",0,3800,11500,3,62,2,103.7275,4.38202667236328,8.24301910400391,9.35018920898438,4.14313459396362,1.0986123085022
"1884",60,1,0,0,27,1,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Pardo",0,6500,13000,3,66,2,110.41959,4.09434461593628,8.77971172332764,9.47278118133545,4.20469284057617,1.0986123085022
"1885",100,1,0,1,22,0,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",1,0,8000,3,3207,347,459.18061,4.60517024993896,0,8.9873218536377,8.07340335845947,5.85220241546631
"1886",25,1,0,0,52,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,3000,1000,2,3,0,6.56412,3.21887588500977,8.00670051574707,6.90875482559204,1.3862943649292,0
"1887",2,1,0,0,22,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,1400,4000,1,706,36,174.69107,0.6931471824646,7.24494171142578,8.2943000793457,6.56103086471558,3.61091780662537
"1888",200,1,0,1,45,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,8000,12000,6,5,1,23.26014,5.29831743240356,8.9873218536377,9.39274501800537,1.7917594909668,0.6931471824646
"1889",70,1,0,0,29,0,0,0,0,0,1,1,0,"Ensino Superior",1,0,"Pardo",1,6000,3900,2,2917,160,405.83049,4.24849510192871,8.69968128204346,8.26898860931396,7.97865390777588,5.08140420913696
"1890",70,1,0,0,29,1,0,0,0,0,1,1,0,"Ensino Superior",1,0,"Pardo",1,6000,3900,2,2917,160,405.83049,4.24849510192871,8.69968128204346,8.26898860931396,7.97865390777588,5.08140420913696
"1891",50,1,0,0,31,1,1,1,0,0,0,0,1,"Pós-Graduação",1,0,"Amarelo",0,1500,1500,2,3376,177,469.68932,3.91202306747437,7.31388664245605,7.31388664245605,8.12474346160889,5.18178367614746
"1892",80,1,0,0,34,0,1,1,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,600,6600,4,3376,177,469.68932,4.38202667236328,6.39859485626221,8.79497623443604,8.12474346160889,5.18178367614746
"1893",200,1,0,1,52,1,0,0,1,0,1,1,1,"Ensino Médio",1,1,"Branco",1,6000,6000,3,3376,177,469.68932,5.29831743240356,8.69968128204346,8.69968128204346,8.12474346160889,5.18178367614746
"1894",2000,1,1,0,62,0,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,15000,20000,2,3770,247,449.37874,7.60090255737305,9.61587238311768,9.90353775024414,8.23509502410889,5.51342868804932
"1895",200,1,0,1,38,1,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,7000,8500,3,885,51,549.25618,5.29831743240356,8.85380840301514,9.04793930053711,6.7867169380188,3.95124363899231
"1896",600,1,0,0,36,1,0,1,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,1000,1000,3,885,51,549.25618,6.39692974090576,6.90875482559204,6.90875482559204,6.7867169380188,3.95124363899231
"1897",200,1,0,1,38,1,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,7000,8500,3,928,57,575.9432,5.29831743240356,8.85380840301514,9.04793930053711,6.83410882949829,4.06044292449951
"1898",200,1,0,1,38,1,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,7000,8500,3,1068,59,662.83118,5.29831743240356,8.85380840301514,9.04793930053711,6.97447872161865,4.09434461593628
"1899",30,1,0,0,34,1,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,12000,7500,1,187,5,74.21136,3.40119743347168,9.39274501800537,8.92279148101807,5.23644208908081,1.7917594909668
"1900",50,1,0,0,35,0,0,0,1,0,1,1,1,"NA",0,0,"Pardo",1,5000,1500,4,17,0,32.76287,3.91202306747437,8.51739311218262,7.31388664245605,2.89037179946899,0
"1901",75,1,0,1,32,1,0,0,0,0,0,0,0,"NA",1,0,"Amarelo",1,3000,1000,1,1082,42,149.87312,4.31748819351196,8.00670051574707,6.90875482559204,6.98749017715454,3.76120018959045
"1902",150,1,0,0,31,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,3000,1200,1,1082,42,149.87312,5.01063537597656,8.00670051574707,7.09090995788574,6.98749017715454,3.76120018959045
"1903",150,1,0,1,54,1,0,0,1,0,1,1,1,"NA",1,1,"Branco",1,27000,45000,4,69347,4675,566.00449,5.01063537597656,10.2036294937134,10.7144403457642,11.1468925476074,8.45019817352295
"1904",145,1,0,0,40,0,0,0,0,0,1,0,1,"NA",1,1,"Branco",0,2000,7000,2,69347,4675,566.00449,4.97673368453979,7.60140228271484,8.85380840301514,11.1468925476074,8.45019817352295
"1905",100,1,0,0,45,0,0,0,0,0,1,1,0,"NA",1,0,"Pardo",1,14000,16000,2,69347,4675,566.00449,4.60517024993896,9.54688358306885,9.68040657043457,11.1468925476074,8.45019817352295
"1906",15,1,0,0,31,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,4000,9000,2,69347,4675,566.00449,2.70805025100708,8.2943000793457,9.1050910949707,11.1468925476074,8.45019817352295
"1907",100,1,0,0,29,0,0,0,0,0,1,0,0,"NA",1,1,"Branco",1,11000,11000,1,69347,4675,566.00449,4.60517024993896,9.30574131011963,9.30574131011963,11.1468925476074,8.45019817352295
"1908",400,1,0,1,40,1,0,0,1,0,1,1,1,"NA",1,1,"Branco",1,10000,14000,3,69347,4675,566.00449,5.99146461486816,9.21044063568115,9.54688358306885,11.1468925476074,8.45019817352295
"1909",100,1,0,0,25,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,5500,5500,1,71453,4805,583.19349,4.60517024993896,8.61268520355225,8.61268520355225,11.1768093109131,8.47762012481689
"1910",100,1,0,1,35,0,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",1,30000,55000,2,71453,4805,583.19349,4.60517024993896,10.308985710144,10.9151067733765,11.1768093109131,8.47762012481689
"1911",110,1,0,0,33,1,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,4500,7300,2,71453,4805,583.19349,4.70048046112061,8.41205501556396,8.89576625823975,11.1768093109131,8.47762012481689
"1912",100,1,0,0,33,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,8800,1400,2,71453,4805,583.19349,4.60517024993896,9.08262062072754,7.24494171142578,11.1768093109131,8.47762012481689
"1913",120,1,0,0,30,1,0,0,1,0,1,1,1,"NA",1,0,"Pardo",1,4300,15000,3,71453,4805,583.19349,4.78749179840088,8.36660289764404,9.61587238311768,11.1768093109131,8.47762012481689
"1914",300,1,0,0,36,0,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,3500,15000,2,71453,4805,583.19349,5.70378255844116,8.16080379486084,9.61587238311768,11.1768093109131,8.47762012481689
"1915",50,1,0,0,35,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,1200,6000,2,71453,4805,583.19349,3.91202306747437,7.09090995788574,8.69968128204346,11.1768093109131,8.47762012481689
"1916",200,1,0,0,33,0,0,0,1,0,1,1,0,"Pós-Graduação",1,0,"Pardo",0,13000,13000,2,71453,4805,583.19349,5.29831743240356,9.47278118133545,9.47278118133545,11.1768093109131,8.47762012481689
"1917",100,1,0,0,35,0,0,0,1,0,1,1,1,"NA",1,0,"Pardo",0,1500,5500,4,71453,4805,583.19349,4.60517024993896,7.31388664245605,8.61268520355225,11.1768093109131,8.47762012481689
"1918",80,1,0,1,32,1,0,0,1,0,1,0,1,"NA",1,1,"Branco",1,5000,10000,2,71453,4805,583.19349,4.38202667236328,8.51739311218262,9.21044063568115,11.1768093109131,8.47762012481689
"1919",500,1,0,0,27,0,0,0,1,0,1,0,1,"Ensino Superior",1,1,"Branco",0,6000,12000,2,71453,4805,583.19349,6.21460819244385,8.69968128204346,9.39274501800537,11.1768093109131,8.47762012481689
"1920",95,1,0,1,44,1,0,0,1,0,1,1,1,"NA",1,1,"Branco",1,6700,8000,3,71453,4805,583.19349,4.55387687683105,8.8100118637085,8.9873218536377,11.1768093109131,8.47762012481689
"1921",100,1,0,0,35,0,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",1,30000,55000,2,71453,4805,583.19349,4.60517024993896,10.308985710144,10.9151067733765,11.1768093109131,8.47762012481689
"1922",400,1,0,1,36,1,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,10000,10000,1,73861,4901,602.84738,5.99146461486816,9.21044063568115,9.21044063568115,11.2099533081055,8.49739837646484
"1923",150,1,0,0,59,0,0,0,0,0,0,1,1,"Ensino Superior",1,0,"Pardo",1,16500,18000,4,73861,4901,602.84738,5.01063537597656,9.7111759185791,9.79818248748779,11.2099533081055,8.49739837646484
"1924",50,1,0,0,38,1,0,0,1,0,1,1,1,"Ensino Superior",1,1,"Branco",1,12000,17000,4,73861,4901,602.84738,3.91202306747437,9.39274501800537,9.74102783203125,11.2099533081055,8.49739837646484
"1925",200,1,0,0,36,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,6000,12000,4,73861,4901,602.84738,5.29831743240356,8.69968128204346,9.39274501800537,11.2099533081055,8.49739837646484
"1926",200,1,0,0,36,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,6000,12000,4,73861,4901,602.84738,5.29831743240356,8.69968128204346,9.39274501800537,11.2099533081055,8.49739837646484
"1927",1000,1,0,0,59,0,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",1,15000,15000,3,78026,5073,636.84177,6.90775537490845,9.61587238311768,9.61587238311768,11.2648105621338,8.53188514709473
"1928",80,1,0,0,59,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,20000,28000,3,78026,5073,636.84177,4.38202667236328,9.90353775024414,10.2399959564209,11.2648105621338,8.53188514709473
"1929",60,1,0,1,37,1,0,0,0,0,0,0,0,"Pós-Graduação",1,0,"Pardo",0,5000,10000,2,78026,5073,636.84177,4.09434461593628,8.51739311218262,9.21044063568115,11.2648105621338,8.53188514709473
"1930",200,1,0,1,59,1,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Preto",0,9000,9000,0,78026,5073,636.84177,5.29831743240356,9.1050910949707,9.1050910949707,11.2648105621338,8.53188514709473
"1931",60,1,0,1,37,1,0,0,0,0,0,0,0,"Pós-Graduação",0,0,"Pardo",0,5000,10000,2,78026,5073,636.84177,4.09434461593628,8.51739311218262,9.21044063568115,11.2648105621338,8.53188514709473
"1932",500,1,0,0,39,0,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",0,2500,4000,6,78026,5073,636.84177,6.21460819244385,7.8244457244873,8.2943000793457,11.2648105621338,8.53188514709473
"1933",200,1,0,1,52,1,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,4000,8000,2,78026,5073,636.84177,5.29831743240356,8.2943000793457,8.9873218536377,11.2648105621338,8.53188514709473
"1934",500,1,0,0,59,0,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",0,18000,18000,4,78026,5073,636.84177,6.21460819244385,9.79818248748779,9.79818248748779,11.2648105621338,8.53188514709473
"1935",300,1,0,0,46,1,0,0,0,0,0,0,0,"Ensino Fundamental",0,0,"Preto",0,600,600,1,1352,91,369.6029,5.70378255844116,6.39859485626221,6.39859485626221,7.21007966995239,4.52178859710693
"1936",300,1,1,0,68,1,1,1,1,0,1,0,1,"NA",1,1,"Branco",1,8000,2500,2,16,0,38.02643,5.70378255844116,8.9873218536377,7.8244457244873,2.83321332931519,0
"1937",150,1,0,1,42,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,10000,16000,4,43,3,31.8528,5.01063537597656,9.21044063568115,9.68040657043457,3.78418970108032,1.3862943649292
"1938",100,1,0,0,31,0,0,0,0,0,0,1,1,"Ensino Médio",1,1,"Branco",1,2500,2500,4,43,3,31.8528,4.60517024993896,7.8244457244873,7.8244457244873,3.78418970108032,1.3862943649292
"1939",30,1,0,0,55,0,0,0,1,0,1,1,1,"Ensino Fundamental",0,1,"Branco",1,2000,3400,3,43,3,31.8528,3.40119743347168,7.60140228271484,8.1318244934082,3.78418970108032,1.3862943649292
"1940",30,1,0,0,24,0,0,0,0,0,0,0,1,"Ensino Superior",1,1,"Branco",0,2000,3000,2,43,3,31.8528,3.40119743347168,7.60140228271484,8.00670051574707,3.78418970108032,1.3862943649292
"1941",50,1,0,0,31,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,3000,4000,4,12864,205,387.95888,3.91202306747437,8.00670051574707,8.2943000793457,9.46226596832275,5.32787609100342
"1942",200,1,0,0,21,1,0,0,1,0,1,1,0,"NA",1,1,"Branco",0,3500,1800,3,4,0,5.59566,5.29831743240356,8.16080379486084,7.49609756469727,1.60943794250488,0
"1943",100,1,0,0,57,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",1,5000,3900,3,1143,53,59.12767,4.60517024993896,8.51739311218262,8.26898860931396,7.04228639602661,3.98898410797119
"1944",20,1,0,0,30,0,0,0,0,0,0,0,0,"NA",1,1,"Branco",1,400,3000,4,1230,55,63.6282,2.99573230743408,5.99396133422852,8.00670051574707,7.11558198928833,4.02535152435303
"1945",200,1,1,0,60,0,0,0,1,0,1,0,1,"Pós-Graduação",0,1,"Branco",1,8000,4000,2,1230,55,63.6282,5.29831743240356,8.9873218536377,8.2943000793457,7.11558198928833,4.02535152435303
"1946",100,1,0,0,37,0,0,0,1,0,1,0,0,"Ensino Médio",1,1,"Branco",1,1900,2500,3,1230,55,63.6282,4.60517024993896,7.55013513565063,7.8244457244873,7.11558198928833,4.02535152435303
"1947",60,1,0,0,57,0,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,19000,25000,2,1230,55,63.6282,4.09434461593628,9.85224723815918,10.1266708374023,7.11558198928833,4.02535152435303
"1948",200,1,1,1,60,1,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",1,8000,3300,2,1230,55,63.6282,5.29831743240356,8.9873218536377,8.1019811630249,7.11558198928833,4.02535152435303
"1949",60,1,0,0,30,0,1,1,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,13000,20000,2,1264,54,65.38703,4.09434461593628,9.47278118133545,9.90353775024414,7.14282751083374,4.00733327865601
"1950",100,1,0,0,27,0,0,0,0,0,0,0,1,"Ensino Superior",1,1,"Branco",0,0,4000,2,1264,54,65.38703,4.60517024993896,0,8.2943000793457,7.14282751083374,4.00733327865601
"1951",70,1,0,0,29,1,0,0,0,0,0,0,0,"Pós-Graduação",1,1,"Branco",0,0,3000,2,1264,54,65.38703,4.24849510192871,0,8.00670051574707,7.14282751083374,4.00733327865601
"1952",100,1,0,0,51,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,30000,40000,4,1264,54,65.38703,4.60517024993896,10.308985710144,10.5966596603394,7.14282751083374,4.00733327865601
"1953",100,1,0,0,30,0,0,0,0,0,1,0,1,"Pós-Graduação",1,0,"Pardo",1,11000,25000,2,1312,57,67.87008,4.60517024993896,9.30574131011963,10.1266708374023,7.18006992340088,4.06044292449951
"1954",60,1,0,0,30,0,1,1,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,13000,20000,2,1322,58,68.38739,4.09434461593628,9.47278118133545,9.90353775024414,7.18765735626221,4.07753753662109
"1955",50,1,0,0,32,0,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Preto",1,8624,8624,1,1322,58,68.38739,3.91202306747437,9.06241989135742,9.06241989135742,7.18765735626221,4.07753753662109
"1956",4,1,0,0,36,1,0,0,1,0,1,1,1,"NA",1,0,"Pardo",0,600,7000,3,570,30,100.04686,1.3862943649292,6.39859485626221,8.85380840301514,6.34738922119141,3.43398714065552
"1957",200,1,0,0,29,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",1,1500,1500,1,3,1,8.72093,5.29831743240356,7.31388664245605,7.31388664245605,1.3862943649292,0.6931471824646
"1958",50,1,0,0,32,0,0,0,0,0,0,0,0,"NA",1,1,"Branco",1,700,600,2,199,9,46.97096,3.91202306747437,6.55250787734985,6.39859485626221,5.29831743240356,2.30258512496948
"1959",80,1,0,0,31,1,0,0,0,0,0,0,1,"NA",1,1,"Branco",1,4000,3726,2,212,10,50.03942,4.38202667236328,8.2943000793457,8.22335910797119,5.36129236221313,2.39789533615112
"1960",50,1,0,0,57,0,0,0,1,0,1,1,1,"Ensino Superior",1,1,"Branco",0,7000,15000,4,212,10,50.03942,3.91202306747437,8.85380840301514,9.61587238311768,5.36129236221313,2.39789533615112
"1961",50,1,0,0,34,1,0,0,0,0,0,0,1,"Pós-Graduação",1,1,"Branco",0,3500,7000,2,240,10,56.6484,3.91202306747437,8.16080379486084,8.85380840301514,5.48479700088501,2.39789533615112
"1962",400,1,0,0,48,0,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Amarelo",1,5800,7800,2,240,10,56.6484,5.99146461486816,8.66578578948975,8.96200752258301,5.48479700088501,2.39789533615112
"1963",100,1,0,0,35,0,0,0,0,0,0,1,1,"Ensino Médio",1,0,"Pardo",0,1500,3500,5,240,10,56.6484,4.60517024993896,7.31388664245605,8.16080379486084,5.48479700088501,2.39789533615112
"1964",100,1,0,0,29,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,7000,7000,1,240,10,56.6484,4.60517024993896,8.85380840301514,8.85380840301514,5.48479700088501,2.39789533615112
